X0,X1
2.203574478,2.126911437
1.863684013,1.876440002
-0.853888426,-2.013722496
0.064698834,1.117553157
1.016322545,0.708367083
-0.807395061,-2.049390991
0.215866527,0.746769324
-0.715608341,-2.066755506
-0.223540738,-1.921840536
1.000193929,0.861439476
2.141908424,1.82904598
-0.630875009,1.029532893
0.25797503,1.081406582
2.33549946,1.892790587
0.379655399,1.139296424
1.153672856,0.79551003
0.472117063,1.161931443
1.875443712,1.756282962
1.817124928,1.90824112
1.782156357,1.909048995
1.071185824,1.149171704
1.852882014,1.793698049
1.877144325,2.378540561
-1.210528435,-2.516408838
0.978920316,1.394707644
1.123247406,0.980077366
2.073413019,1.931505625
1.153454201,0.836808627
0.817936647,0.314019362
-0.04813186,0.708098958
1.725897711,1.810018659
0.167013059,0.658380256
2.185345989,1.927314127
1.949893997,1.93553867
0.845750924,1.026552827
-1.334159936,-1.805298958
0.93875142,0.757094316
1.243750731,0.955780011
-0.089662173,0.795491296
-0.268225078,1.172941008
2.038863647,1.840076244
1.80429844,1.746264373
1.091753248,1.133198729
1.436092935,1.625559988
1.868500838,2.323408899
-0.951861203,-2.132741119
1.11918175,0.991140348
0.741838047,1.038542555
0.913157659,0.881355864
1.920049218,1.788708466
0.539311326,1.238575547
-0.908942565,-1.724360217
0.335259423,0.967178914
-0.190919613,1.479797008
1.330814788,0.968461136
1.882488823,1.651849778
0.052847706,0.492969459
-0.685719079,-2.606224543
0.344912372,1.697918411
0.094610386,1.69540182
-0.948260678,-1.763921551
1.904733289,2.219430717
-0.542234279,1.036823594
0.595299696,1.015669736
0.98887046,0.817259712
2.382570277,2.247059602
-0.696864794,-1.86436009
0.937241827,0.966116866
0.799425474,1.108937531
2.027880634,1.957371003
-0.142030024,1.150029019
0.653022185,1.159734027
-0.817465592,-2.587822327
1.75761301,1.842022768
0.941169189,0.937988436
0.788249172,1.011601213
1.20716996,0.974882423
0.797286858,1.119688354
-0.903098967,-1.946779889
-0.027429041,-1.850401359
0.600701757,1.28793935
-0.976915044,-1.857494397
0.138809167,1.561606393
-0.292514177,1.244490757
-0.141149675,0.060277619
0.890843182,0.915835201
0.544417722,0.709991885
1.557582133,2.28870448
1.040067692,0.871705106
-0.830485005,-1.783719262
2.17697258,2.155432136
-0.649543795,0.933540312
-0.783910291,-1.93241169
1.595853612,1.825306086
1.817269009,1.825959497
2.271156755,1.955457261
1.829830623,1.994820671
-1.375722801,-2.137493352
-1.137878606,-2.048474532
-0.766439432,1.09942281
2.173112578,1.90765552
0.01915862,1.557137085
-0.17054307,0.467588215
0.076950172,0.937890891
-1.103144017,-2.396811044
1.265739855,0.74961167
0.400443462,0.971092183
1.999122908,1.830692297
0.302341813,1.38896988
1.223299588,0.843010788
-0.350276797,0.611857081
1.151071671,1.053219901
-1.161332137,-1.998102624
0.044634132,0.817988037
1.931169422,2.274281918
-0.273315406,0.996219064
1.937937469,1.975741338
0.336089703,1.703128887
1.982023389,1.877174065
0.944158676,0.660769993
2.060802569,2.314586636
2.098006527,2.11067944
-0.200165022,1.104475261
1.884848358,1.972105882
-1.52102653,-1.573812072
-0.923815818,-1.64899933
-0.060520472,-2.251747797
-1.014000961,-1.932090691
-0.467194236,0.646792576
-0.74263299,-2.022344142
0.597217662,0.943595958
-0.840387533,-0.048189333
1.176113828,0.867918882
-0.350542063,1.144599596
-0.766749514,1.896924911
-0.836482877,-1.893057563
2.294959967,1.704706939
0.696845229,1.092372366
2.3591654,2.043556023
0.181525568,0.809833225
2.129984688,2.093149436
1.024365407,1.075199058
0.754899227,1.633197395
1.858646121,1.85887741
0.272457651,0.865783515
1.193244011,0.786165765
0.820822241,0.746610739
-1.017381916,1.415910944
-0.439422761,1.396992929
-1.106380529,-2.166552468
0.808067697,1.050692319
0.283553616,-2.161460999
0.217356981,0.895810547
1.245493986,0.88827285
1.184503454,0.741243757
0.22959321,1.191180524
-0.45779142,1.215778697
-1.280820077,-1.582119265
-1.310421343,-2.259038425
0.104948487,1.313914864
0.346678621,1.27282693
-0.368945281,0.571152028
-0.775501406,-1.80760038
-1.032104591,-2.184091225
-1.694221152,-1.5834255
1.969235365,2.354086349
-0.272631834,0.841682979
-1.026529477,-2.107421133
1.088379671,0.653058974
-0.031250456,1.59817038
-0.436440814,-1.225392434
-0.090210941,0.625606177
0.964201371,0.984654944
-0.564286802,-1.463098146
0.791533421,1.066799812
-1.067312483,-1.817789449
0.017215241,1.103429009
0.365237654,1.415748548
-1.235654302,-2.432668231
1.108502325,1.038586451
0.03109877,1.023503684
0.763259204,0.972721517
-0.148466534,1.273541678
-0.841762723,-1.209885097
-0.186657758,1.212771038
0.140763954,0.69351228
-0.542604853,-1.713686652
-0.313666537,1.245928813
1.978988798,2.196118335
-0.376436802,0.928142632
1.796856612,1.997553445
0.886280101,1.284697345
-1.27359552,-2.184023198
1.483430504,1.098246717
-0.323937304,1.456882775
1.788434899,1.706629441
2.459792767,2.188645821
1.069151039,1.186624591
1.330371457,1.071825024
-0.288052353,1.575549394
1.004366529,0.511464998
-0.057072624,-1.825006981
-1.158018151,-2.236123674
2.298063798,2.135134449
-0.726397483,1.916979952
-0.271116398,-2.026607629
0.827431428,0.70893256
1.902468879,2.100175305
-0.339788351,1.554314698
-0.557496404,-2.184353595
1.858968027,2.203300225
-1.151344586,-2.192454145
-1.043210746,-2.075082594
-0.005113645,0.725762739
-0.88163748,-2.267065529
-1.100400801,-1.855778234
1.766041924,1.701694374
-0.614319365,-2.163299241
0.901704817,0.946792365
-1.253031614,-1.320731284
0.286936664,1.072296124
-1.181156313,-2.138388056
1.964021154,2.135232588
-1.308217563,-2.072568175
-1.096135025,-1.191420896
-1.231455463,-1.967179
0.840269519,0.972596604
-1.526764845,-1.332120061
2.420488527,1.931511349
0.925885738,1.106082411
-0.50917916,0.500777304
1.868528084,1.908912496
-0.76201227,-1.721274328
0.274231618,0.783707864
0.949998176,0.852703293
-1.120890901,-2.741398401
-0.038275937,1.263232335
-1.696343738,-2.16429986
0.918856644,1.466673888
-0.228832359,-2.787931761
1.039636744,0.400968092
2.184367014,1.921379532
0.084043662,1.339584193
1.787842963,1.63552133
0.765528262,0.906530996
0.907963251,0.908174063
2.267295384,2.147797124
1.974796221,1.950796068
-1.271119664,-1.862312849
0.291929027,0.396576354
-0.214037469,-1.97273032
0.647845506,0.618997937
-1.037373435,-2.186698285
1.81379604,2.002544121
2.051653734,2.089781112
1.180694244,0.83445528
-0.363483667,1.402708165
0.282529295,0.537683779
1.900234559,1.91158435
-0.146004632,0.487737802
1.054315468,1.043001869
-0.772428719,-2.225378934
-0.655972981,-2.115326093
-2.068844002,-2.365311712
-0.349384605,1.480995561
1.904693338,2.184053529
1.901467091,2.038066651
-0.331710826,-1.936938081
1.00590789,0.798581322
-1.537599704,-1.348380647
2.141238536,1.643826715
0.840701363,1.177324026
-0.604101251,-1.899812814
1.19746843,1.181046999
-1.279181488,-2.42001072
1.993404247,1.693639826
0.895784659,1.046183286
2.003860131,1.99200317
2.201647202,1.72579433
2.037171204,1.818664893
-0.392684485,0.651001628
2.055824955,2.253840359
0.167809136,1.358847851
0.16717761,1.170276956
1.724151095,1.864967581
0.432805439,0.612121369
-1.128591925,-2.341464125
1.183970624,0.952504097
-0.255401806,0.498853306
-1.280569878,-1.918188371
-1.313757309,-1.846923256
1.879266827,1.912497479
2.092612881,1.804697449
0.306874804,1.10532867
0.706343665,0.436064491
0.669144496,0.662168561
-0.752816486,-2.184818415
1.636879936,2.064599283
2.051774082,1.646819752
-0.053726306,1.97551478
-0.630192895,-2.253938848
1.04692144,0.953085935
1.187542638,0.45495598
2.168132745,1.905564526
-1.151984137,-2.19670425
0.91108669,0.945176124
-0.450145573,2.242420212
1.102132518,0.628681691
2.16234096,1.846353432
-0.070706392,0.82196254
2.10261902,1.839759265
-1.421253645,-2.430394769
1.039200995,1.272839981
1.911628828,1.793501919
-1.049573527,-1.720907555
-0.471998556,1.15273204
1.140714735,0.734413337
0.811744907,1.265281217
0.814427072,1.232549757
1.980456395,1.827409045
0.71200686,0.289788283
-1.371514233,-2.564596502
2.141088422,2.138463063
0.869606351,0.947890831
2.302799477,2.196515622
-0.072175639,1.269671529
-0.145058388,1.532873293
2.249328529,1.889103137
-0.849044881,-1.709073802
1.105774822,0.846662699
-1.021638324,-1.807705971
-1.062556003,-2.239743988
-0.04678975,1.241433006
2.090242992,2.220823631
-1.344589242,-2.423484964
-0.101635878,0.892829518
-1.570854887,-2.41608837
0.899107626,1.056834487
1.029085864,0.927479524
-0.92049279,-2.061308466
0.117170102,1.623694661
0.437865612,0.868548079
1.042590678,0.953565538
2.174579697,1.987995263
0.124892457,0.745252298
-0.643549945,-1.998019414
0.201457275,0.471841574
0.374967309,1.500413146
-0.786905581,-1.798886277
-1.374630285,-1.661175975
2.211769668,2.056962638
-0.395618834,-2.324088748
1.984645147,1.659576236
-0.175066964,1.603586314
1.193555678,1.109622993
-0.877898408,-2.564619261
1.323821681,1.126325613
-1.190365367,-2.189221771
-0.36708963,-2.022108517
-0.398264935,0.512740037
-0.974528975,-2.208081509
0.628442455,1.005650821
2.061885822,1.860504859
0.508552701,0.315425288
1.867542494,2.138744899
2.076818803,2.020369943
1.173952143,0.881152373
0.8429707,0.934756616
1.68307047,2.159313088
0.348693756,0.743094443
1.095786435,0.671275929
1.065485963,0.409817016
0.560053602,0.47514995
-1.32783381,-2.44561274
0.936634966,0.867854216
1.040610571,0.816714263
0.078290254,1.343294109
-0.047195613,0.864241687
2.46982888,1.95153803
0.060905627,0.606035614
-1.707117364,-1.886046339
0.882055069,1.117003149
-1.032586421,-2.181925824
-0.583536804,1.257238385
1.874791196,2.186584565
1.928942093,2.023378507
-0.268130652,1.046355155
-0.234091758,0.780905204
0.884638473,0.97802486
0.344752806,0.667011176
0.114682348,0.787425321
1.898643479,1.967737393
1.838493454,2.168864838
1.171366118,1.111099461
-1.306671585,-1.87859068
-0.490151789,0.790089558
1.847590513,2.008493684
2.088287286,2.115573124
0.444095614,1.439652412
-0.430624681,0.523187989
1.819014091,2.139100426
-0.436058898,-1.693849399
-0.376851131,0.084252058
0.884956818,0.958136164
-0.007727667,1.255921443
0.633691353,1.18646787
-0.235368335,1.411487388
-0.286709337,1.407651251
0.119122733,0.900363578
0.724613797,0.940490065
0.218072918,1.4800227
2.214031726,1.970343203
-1.11451466,-1.576613945
2.203952912,1.723674723
1.225998985,1.104610203
-1.518238452,-2.890957192
1.004542603,1.099837753
1.968685953,1.696950155
-0.81441974,-2.41465015
-0.691066994,-2.226099581
0.232731551,0.979962387
0.423618112,0.514038063
-0.964025252,-1.606062254
1.601016149,2.135044947
0.372632152,1.035885087
0.642514736,1.023302056
-1.254724468,-2.516172369
-1.111963897,-1.187679682
1.045825953,1.021429431
-1.335108661,-2.020387601
-0.133277686,1.010555071
2.180489219,1.69538353
2.019825984,1.660089852
-0.274968378,1.051086557
2.31312487,2.485761762
0.707808226,0.761288568
-0.509372011,-2.126772401
-0.484048737,-2.250959621
2.390354459,2.177920421
-0.457658094,0.96076233
-0.767085304,-2.21043129
2.207767721,1.889193695
-1.299828271,-2.408618369
-0.507229956,1.413883573
1.074674885,0.972482402
